Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
A0A8V0YCZ5	4	Small COPII coat GTPase SAR1B OS=Gallus gallus OX=9031 GN=SAR1B PE=1 SV=1	SAR1B	Up	2.8478605614686767
A0A8V0ZV32	4	Glutathione synthetase OS=Gallus gallus OX=9031 GN=GSS PE=1 SV=1	GSS	Up	1.6974541599133548
A0A8V1AKH4	4	Complement C8 gamma chain OS=Gallus gallus OX=9031 GN=C8G PE=1 SV=1	C8G	Down	0.5407512816138909
A0A8V1A8R6	4	Complement C8 gamma chain OS=Gallus gallus OX=9031 GN=C8G PE=1 SV=1	C8G	Down	0.10052218883220353
A0A8V0YIE9	4	Sperm flagellar 2 OS=Gallus gallus OX=9031 GN=SPEF2 PE=1 SV=1	SPEF2	Down	0.6532278697807076
A0A8V0WZJ7	4	Neurofibromin 2 OS=Gallus gallus OX=9031 GN=NF2 PE=1 SV=1	NF2	Up	1.6386009015648528
A0A8V0YRG2	4	receptor protein-tyrosine kinase OS=Gallus gallus OX=9031 GN=EPHB2 PE=4 SV=1	EPHB2	Down	0.6268459414045737
F1NRZ6	4	Importin 9 OS=Gallus gallus OX=9031 GN=IPO9 PE=1 SV=3	IPO9	Up	1.9679179054022768
Q5ZHX2	4	Dynein light chain OS=Gallus gallus OX=9031 GN=DNAL4 PE=2 SV=1	DNAL4	Down	0.17429370811373546
A0A8V1AFH0	4	Cathepsin S OS=Gallus gallus OX=9031 GN=CTSS PE=1 SV=1	CTSS	Down	0.6560052233363523
A0A8V0YFA7	4	Cytoskeleton associated protein 4 OS=Gallus gallus OX=9031 PE=1 SV=1	--	Up	1.8818333105988272
A0A8V1A9R2	4	Tyrosine-protein kinase OS=Gallus gallus OX=9031 GN=JAK3 PE=3 SV=1	JAK3	Down	0.19171505619746868
A0A8V1A6Q7	4	Sorting nexin family member 27 OS=Gallus gallus OX=9031 GN=SNX27 PE=1 SV=1	SNX27	Up	3.1757200592302297
A0A8V0YS46	4	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS=Gallus gallus OX=9031 GN=NDST1 PE=3 SV=1	NDST1	Down	0.39105182097512015
A0A8V0X5G9	4	ubiquitinyl hydrolase 1 OS=Gallus gallus OX=9031 GN=OTUB1 PE=1 SV=1	OTUB1	Up	2.4499158493413042
A0A8V0XWR2	4	Catenin alpha 3 OS=Gallus gallus OX=9031 GN=CTNNA3 PE=1 SV=1	CTNNA3	Up	5.741203841305307
A0A8V0XQS7	4	UDP-glucose glycoprotein glucosyltransferase 2 OS=Gallus gallus OX=9031 GN=UGGT2 PE=1 SV=1	UGGT2	Down	0.3011822889902072
A0A8V0XYL0	4	Methionine adenosyltransferase 2 subunit beta OS=Gallus gallus OX=9031 GN=MAT2B PE=1 SV=1	MAT2B	Up	1.5263209013209014
A0A8V0Z1X8	4	Y-box binding protein 1 OS=Gallus gallus OX=9031 GN=YBX1 PE=1 SV=1	YBX1	Up	1.8071486270818309
A0A8V0ZLV6	4	Sperm associated antigen 17 OS=Gallus gallus OX=9031 GN=SPAG17 PE=4 SV=1	SPAG17	Down	0.5894723332775574
A0A1D5PFR7	4	Microtubule associated protein 1 light chain 3 alpha OS=Gallus gallus OX=9031 GN=MAP1LC3A PE=1 SV=1	MAP1LC3A	Up	2.102586264211156
A0A8V0ZWX9	4	Adenosine deaminase OS=Gallus gallus OX=9031 GN=ADA PE=1 SV=1	ADA	Down	0.4677440331398569
Q76KB2	4	Heparan-sulfate 6-O-sulfotransferase 1 OS=Gallus gallus OX=9031 GN=HS6ST1 PE=1 SV=4	HS6ST1	Down	0.6440159025930614
A0A8V0Z6L1	4	Cilia and flagella associated protein 61 OS=Gallus gallus OX=9031 GN=CFAP61 PE=1 SV=1	CFAP61	Down	0.5654615511721078
A0A3Q2U9P1	4	peptidylprolyl isomerase OS=Gallus gallus OX=9031 GN=FKBP4 PE=1 SV=1	FKBP4	Up	1.7485857925775659
A0A8V0X895	4	ATP-dependent RNA helicase DDX1 OS=Gallus gallus OX=9031 GN=DDX1 PE=1 SV=1	DDX1	Up	5.090650284686845
A0A8V0Y7A6	4	Proopiomelanocortin OS=Gallus gallus OX=9031 GN=POMC PE=3 SV=1	POMC	Up	3.591297560620049
A0A8V0YVE0	4	Thioredoxin domain-containing protein 9 OS=Gallus gallus OX=9031 GN=TXNDC9 PE=1 SV=1	TXNDC9	Up	2.450595426852882
A0A8V0Z8V4	4	Slit guidance ligand 1 OS=Gallus gallus OX=9031 GN=SLIT1 PE=4 SV=1	SLIT1	Down	0.26817502078273103
A0A8V0YEN4	4	Peroxiredoxin-6 OS=Gallus gallus OX=9031 GN=PRDX6 PE=1 SV=1	PRDX6	Up	1.8704631512806524
A0A8V0ZKS6	4	Neogenin 1 OS=Gallus gallus OX=9031 GN=NEO1 PE=3 SV=1	NEO1	Down	0.6294267263934814
A0A8V0X675	4	Uncharacterized protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	Up	1.914031628194718
A0A1L1RLN6	4	Myosin, light chain 6, alkali, smooth muscle and non-muscle OS=Gallus gallus OX=9031 GN=MYL6 PE=4 SV=2	MYL6	Up	2.1358202376084083
A0A1D5P7C1	3	Uncharacterized protein OS=Gallus gallus OX=9031 GN=CASP1 PE=1 SV=1	CASP1	Up	3.3399414554305853
A0A1L1S0C5	3	Sorting nexin-1 OS=Gallus gallus OX=9031 GN=SNX1 PE=1 SV=1	SNX1	Up	1.6725788114606008
A0A8V0XX49	3	Dmx like 1 OS=Gallus gallus OX=9031 GN=DMXL1 PE=1 SV=1	DMXL1	Down	0.4265964558290989
A0A3Q2U511	3	Cytohesin 3 OS=Gallus gallus OX=9031 GN=CYTH3 PE=4 SV=1	CYTH3	Up	1.608660361049752
A0A1D5NYG3	3	Filamin B OS=Gallus gallus OX=9031 GN=FLNB PE=1 SV=1	FLNB	Up	3.091132939759164
A0A8V0YIC4	3	Collagen type V alpha 2 chain OS=Gallus gallus OX=9031 GN=COL5A2 PE=1 SV=1	COL5A2	Up	2.35610543302851
A0A1D5PE57	3	Collagen type III alpha 1 chain OS=Gallus gallus OX=9031 GN=COL3A1 PE=1 SV=1	COL3A1	Down	0.6231511109277175
P02460	3	Collagen alpha-1(II) chain (Fragment) OS=Gallus gallus OX=9031 GN=COL2A1 PE=2 SV=2	COL2A1	Down	0.5314654196560312
A0A8V0XM79	3	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase OS=Gallus gallus OX=9031 GN=DHDH PE=1 SV=1	DHDH	Up	2.39131612131402
A0A8V0Y6W2	3	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT2 PE=1 SV=1	GALNT2	Down	0.5926532358709217
A0A8V0Y7M8	3	Syntaxin binding protein 3 OS=Gallus gallus OX=9031 GN=STXBP3 PE=1 SV=1	STXBP3	Up	1.5802843497008725
A0A8V1ACT0	3	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Gallus gallus OX=9031 GN=PRKAR1A PE=1 SV=1	PRKAR1A	Up	2.5407663084532124
A0A8V0Z756	3	Retinol binding protein 4 A, plasma OS=Gallus gallus OX=9031 GN=RBP4A PE=1 SV=1	RBP4A	Up	1.611350041386137
A0A8V1A8R0	3	Pancreatic polypeptide OS=Gallus gallus OX=9031 GN=PPY PE=1 SV=1	PPY	Up	4.918188746822152
A0A3Q2TU24	3	Platelet-derived growth factor subunit A OS=Gallus gallus OX=9031 GN=PDGFA PE=3 SV=1	PDGFA	Down	0.6646696562032886
A0A8V0ZP32	3	Carboxypeptidase N subunit 1 OS=Gallus gallus OX=9031 GN=CPN1 PE=1 SV=1	CPN1	Down	0.6039968469517548
A0A8V0WZN3	3	Galactose-3-O-sulfotransferase 1 OS=Gallus gallus OX=9031 GN=GAL3ST1 PE=3 SV=1	GAL3ST1	Down	0.5382546068575609
A0A1D5P8I3	3	Splicing factor proline and glutamine rich OS=Gallus gallus OX=9031 GN=SFPQ PE=1 SV=2	SFPQ	Up	5.2655935363579855
A0A3Q2UDI2	3	Histone H2B OS=Gallus gallus OX=9031 GN=HIST1H2B5L PE=3 SV=1	HIST1H2B5L	Up	1.760764953966772
A0A8V0ZTF7	3	Isovaleryl-CoA dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=IVD PE=1 SV=1	IVD	Up	5.494759089739016
A0A8V0ZIA4	3	Cilia and flagella associated protein 100 OS=Gallus gallus OX=9031 GN=CFAP100 PE=4 SV=1	CFAP100	Up	1.7855227422657451
A0A1D5PKI0	3	H1.10 linker histone OS=Gallus gallus OX=9031 GN=LOC121111746 PE=3 SV=2	LOC121111746	Up	1.5428437404579027
A0A8V0ZLV3	3	Alpha-amylase OS=Gallus gallus OX=9031 GN=AMY1A PE=1 SV=1	AMY1A	Down	0.4590505187284739
A0A8V0YJ71	3	RNA helicase OS=Gallus gallus OX=9031 GN=DDX17 PE=1 SV=1	DDX17	Up	3.0500889570840912
A0A1D5P7R1	3	RNA transcription, translation and transport factor protein OS=Gallus gallus OX=9031 GN=RTRAF PE=1 SV=1	RTRAF	Up	7.0100060300916285
A0A1D5P9T4	3	Unc-45 myosin chaperone A OS=Gallus gallus OX=9031 GN=UNC45A PE=1 SV=1	UNC45A	Up	1.7930242479561869
A0A8V1ABW1	3	Aldehyde dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=ALDH2 PE=1 SV=1	ALDH2	Up	4.633388017680477
A0A8V1A803	3	MICOS complex subunit MIC25 OS=Gallus gallus OX=9031 GN=CHCHD6 PE=1 SV=1	CHCHD6	Down	0.5131983516799139
A0A1D5PA74	3	Hexosyltransferase OS=Gallus gallus OX=9031 GN=CHPF PE=3 SV=2	CHPF	Down	0.6134716729116431
A0A8V0Z697	3	Leucine rich repeat and fibronectin type III domain containing 5 OS=Gallus gallus OX=9031 GN=LRFN5 PE=4 SV=1	LRFN5	Down	0.5959553602912446
E1BS94	3	Alpha-L-fucosidase OS=Gallus gallus OX=9031 GN=FUCA2 PE=1 SV=3	FUCA2	Down	0.30301183935456083
A0A8V0XUJ8	3	Relaxin family peptide receptor 1 OS=Gallus gallus OX=9031 GN=RXFP1 PE=4 SV=1	RXFP1	Down	0.4026504738186875
A0A8V0YS74	3	Dehydrogenase/reductase SDR family member 6 OS=Gallus gallus OX=9031 GN=BDH2 PE=1 SV=1	BDH2	Up	1.5740805968253233
A0A8V0YFB1	3	Neuronal pentraxin receptor OS=Gallus gallus OX=9031 GN=NPTXR PE=4 SV=1	NPTXR	Up	2.1844735076328683
A0A8V0ZFH4	3	LARGE xylosyl- and glucuronyltransferase 2 OS=Gallus gallus OX=9031 GN=LARGE2 PE=3 SV=1	LARGE2	Down	0.5616519247054995
E1C733	3	Chemokine OS=Gallus gallus OX=9031 GN=CCL26 PE=1 SV=1	CCL26	Down	0.6583648717108205
A0A8V0Y664	3	Carbohydrate sulfotransferase OS=Gallus gallus OX=9031 PE=3 SV=1	--	Up	1.6589459273957512
A0A8V0YC98	3	Alpha-galactosidase OS=Gallus gallus OX=9031 GN=NAGA PE=1 SV=1	NAGA	Down	0.5114619547484839
A0A8V0ZMD5	3	Collagen type XI alpha 1 chain OS=Gallus gallus OX=9031 GN=COL11A1 PE=4 SV=1	COL11A1	Down	0.35316327672774955
A0A8V0Y413	3	Thrombospondin 4 OS=Gallus gallus OX=9031 GN=THBS4 PE=1 SV=1	THBS4	Down	0.4731201804542832
A0A8V0ZEP8	3	Sorting nexin 4 OS=Gallus gallus OX=9031 GN=SNX4 PE=1 SV=1	SNX4	Up	3.441615958098465
A0A8V1AAP1	3	Alpha-2-macroglobulin-like protein 1 OS=Gallus gallus OX=9031 GN=A2ML4 PE=1 SV=1	A2ML4	Up	1.847324490456163
A0A8V1AEM5	3	Methanethiol oxidase OS=Gallus gallus OX=9031 GN=LOC425662 PE=3 SV=1	LOC425662	Down	0.5202222122396418
A0A8V0XJ04	3	Trafficking from ER to golgi regulator OS=Gallus gallus OX=9031 GN=TFG PE=1 SV=1	TFG	Up	3.5753440413526207
A0A3Q2UHG8	3	Guanine deaminase OS=Gallus gallus OX=9031 GN=GDA PE=1 SV=1	GDA	Up	1.8548953457785495
A0A1D5PT47	3	Charged multivesicular body protein 1B OS=Gallus gallus OX=9031 GN=CHMP1B PE=3 SV=1	CHMP1B	Up	2.013516433390152
Q05744	3	Cathepsin D OS=Gallus gallus OX=9031 GN=CTSD PE=1 SV=1	CTSD	Down	0.5801078130676873
A0A8V0ZJD3	3	3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Gallus gallus OX=9031 GN=PAPSS2 PE=1 SV=1	PAPSS2	Up	1.5093556114691915
A0A8V0XGL8	3	Vimentin OS=Gallus gallus OX=9031 GN=VIM PE=1 SV=1	VIM	Down	0.4551042004271885
A0A8V0YBC7	3	Hexosyltransferase OS=Gallus gallus OX=9031 GN=CHSY3 PE=3 SV=1	CHSY3	Up	1.7126244541172602
A0A8V0XDL7	3	Alpha-1,3-glucosyltransferase OS=Gallus gallus OX=9031 GN=ALG8 PE=3 SV=1	ALG8	Down	0.19040788785752805
A0A8V0Y795	3	Isochorismatase domain-containing protein 1 OS=Gallus gallus OX=9031 GN=ISOC1 PE=1 SV=1	ISOC1	Down	0.4833927595049787
A0A8V1AAH7	3	Vav guanine nucleotide exchange factor 2 OS=Gallus gallus OX=9031 GN=VAV2 PE=1 SV=1	VAV2	Down	0.22215261395689012
A0A8V1A6Y8	3	Dynein axonemal heavy chain 12 OS=Gallus gallus OX=9031 GN=DNAH12 PE=1 SV=1	DNAH12	Down	0.42229448233588784
A0A8V0X6S4	3	Vesicle-associated membrane protein-associated protein A OS=Gallus gallus OX=9031 GN=VAPA PE=1 SV=1	VAPA	Up	3.4765593773825114
C7G537	3	ADF actin binding protein OS=Gallus gallus OX=9031 GN=COTL1 PE=1 SV=1	COTL1	Up	1.708325104682746
A0A8V0Y513	3	Carbamoyl-phosphate synthase 1 OS=Gallus gallus OX=9031 GN=CPS1 PE=3 SV=1	CPS1	Down	0.4593663567075078
A0A8V0X6J5	3	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase OS=Gallus gallus OX=9031 GN=TPTE PE=1 SV=1	TPTE	Down	0.6019193601017412
A0A8V0Y0I0	3	Desmoplakin spectrin-like domain-containing protein OS=Gallus gallus OX=9031 GN=LOC107050955 PE=4 SV=1	LOC107050955	Up	2.2684800255369884
A0A8V0XAV4	3	S-formylglutathione hydrolase OS=Gallus gallus OX=9031 GN=ESD PE=1 SV=1	ESD	Up	2.760398313528362
A0A8V0Y466	3	Fibrinogen like 2 OS=Gallus gallus OX=9031 GN=FGL2 PE=4 SV=1	FGL2	Up	2.129553835555375
F1NGB8	3	Exostosin like glycosyltransferase 3 OS=Gallus gallus OX=9031 GN=EXTL3 PE=1 SV=2	EXTL3	Down	0.3267421427444495
A0A8V0X8U3	3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 OS=Gallus gallus OX=9031 GN=ASAP2 PE=4 SV=1	ASAP2	Up	1.6730970808572176
A0A1D5P9Z1	3	Low molecular weight phosphotyrosine protein phosphatase OS=Gallus gallus OX=9031 GN=ACP1 PE=1 SV=1	ACP1	Up	1.9744742438085687
A0A8V0YY70	3	Tetratricopeptide repeat domain 8 OS=Gallus gallus OX=9031 GN=TTC8 PE=4 SV=1	TTC8	Down	0.5723652131955203
A0A8V0YHH6	3	Repulsive guidance molecule BMP co-receptor b OS=Gallus gallus OX=9031 PE=3 SV=1	--	Down	0.4893539891887282
A0A8V0Y8L6	3	Exostosin glycosyltransferase 1 OS=Gallus gallus OX=9031 GN=EXT1 PE=3 SV=1	EXT1	Down	0.4321916756258639
A0A8V0YQL8	3	Sorting nexin 3 OS=Gallus gallus OX=9031 GN=SNX3 PE=1 SV=1	SNX3	Up	1.669845096137388
A0A1D5NW03	3	Netrin G1 OS=Gallus gallus OX=9031 GN=NTNG1 PE=4 SV=2	NTNG1	Down	0.22347896093323652
A0A8V1AQ96	3	Cilia- and flagella-associated protein 52 OS=Gallus gallus OX=9031 GN=TBC1D24L PE=1 SV=1	TBC1D24L	Down	0.5315815646984772
P17790	3	Basigin OS=Gallus gallus OX=9031 GN=BSG PE=1 SV=2	BSG	Up	2.430615813463466
A0A1D5NZN4	3	Follistatin like 3 OS=Gallus gallus OX=9031 GN=FSTL3 PE=4 SV=1	FSTL3	Down	0.5865395077579265
A0A8V0XKU5	3	ADP ribosylation factor like GTPase 13B OS=Gallus gallus OX=9031 GN=ARL13B PE=4 SV=1	ARL13B	Down	0.5524551445659213
A0A8V1AA32	3	Complement component 4 binding protein, secretory OS=Gallus gallus OX=9031 GN=C4BPS PE=1 SV=1	C4BPS	Down	0.208917685035739
A0A1D5P9D0	3	MOB kinase activator 1A OS=Gallus gallus OX=9031 GN=MOB1A PE=4 SV=1	MOB1A	Up	1.904701344303604
A0A8V0YM05	3	Mothers against decapentaplegic homolog OS=Gallus gallus OX=9031 GN=SMAD5 PE=3 SV=1	SMAD5	Down	0.6179087345808487
A0A8V0Z086	3	GM2 ganglioside activator OS=Gallus gallus OX=9031 GN=GM2A PE=1 SV=1	GM2A	Down	0.3466132986135834
A0A8V0ZHK9	3	RPGRIP1 like OS=Gallus gallus OX=9031 GN=RPGRIP1L PE=1 SV=1	RPGRIP1L	Down	0.5792426712098749
A0A8V1A3I2	3	Neural cell adhesion molecule 1 OS=Gallus gallus OX=9031 GN=NCAM1 PE=1 SV=1	NCAM1	Up	1.5186925726788671
A0A8V1AJV5	3	Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Gallus gallus OX=9031 GN=SLC9A3R1 PE=1 SV=1	SLC9A3R1	Down	0.5804772041402323
A0A1D5PRH9	3	Mal, T-cell differentiation protein 2 OS=Gallus gallus OX=9031 GN=MAL2 PE=1 SV=1	MAL2	Down	0.6612065354000837
A0A8V0X868	3	folate gamma-glutamyl hydrolase OS=Gallus gallus OX=9031 GN=GGH PE=1 SV=1	GGH	Up	1.5331225642919646
A0A1D5Q032	3	Adenylyl cyclase-associated protein OS=Gallus gallus OX=9031 GN=CAP1 PE=1 SV=2	CAP1	Up	2.814128160138968
A0A8V0YU69	3	N-acetyltransferase domain-containing protein OS=Gallus gallus OX=9031 GN=LOC107056278 PE=3 SV=1	LOC107056278	Up	5.5355884546770096
A0A8V0X852	3	Scinderin OS=Gallus gallus OX=9031 GN=SCIN PE=3 SV=1	SCIN	Down	0.4929406594727373
A0A1L1RSD2	3	Glucuronidase beta OS=Gallus gallus OX=9031 GN=GUSB PE=1 SV=2	GUSB	Down	0.5584493166036487
A0A1D5PZJ5	3	Ectonucleoside triphosphate diphosphohydrolase 1 OS=Gallus gallus OX=9031 GN=ENTPD1 PE=1 SV=1	ENTPD1	Up	1.9032912608494004
Q9I946	3	Platelet-derived growth factor C OS=Gallus gallus OX=9031 GN=PDGFC PE=2 SV=1	PDGFC	Down	0.5105393751053937
A0A1D5P0D7	2	Growth differentiation factor 6 OS=Gallus gallus OX=9031 GN=GDF6 PE=3 SV=3	GDF6	Down	0.4422376542420725
A0A8V0X8P6	2	Tenascin XB OS=Gallus gallus OX=9031 GN=TNX PE=1 SV=1	TNX	Down	0.24054374713184015
A0A8V0ZG63	2	Dynein axonemal light chain 1 OS=Gallus gallus OX=9031 GN=DNAL1 PE=4 SV=1	DNAL1	Up	1.660337669697194
A0A8V0ZEJ3	2	SH2 domain containing 6 OS=Gallus gallus OX=9031 GN=SH2D6 PE=4 SV=1	SH2D6	Down	0.20691869532996596
A0A8V0ZZL0	2	Diacylglycerol kinase OS=Gallus gallus OX=9031 GN=DGKA PE=3 SV=1	DGKA	Up	1.5952218895397248
A0A8V0XCT3	2	Tenascin-X OS=Gallus gallus OX=9031 GN=TNX PE=1 SV=1	TNX	Down	0.1242161615043373
A0A8V0Z5M1	2	Sepiapterin reductase OS=Gallus gallus OX=9031 GN=SPR PE=1 SV=1	SPR	Up	1.7146131359276182
Q5ZMG8	2	RHOG family member 2 OS=Gallus gallus OX=9031 GN=RHOG2 PE=1 SV=1	RHOG2	Down	0.5507279548598326
A0A8V0YWM3	2	Apoptosis inducing factor, mitochondria associated 1 OS=Gallus gallus OX=9031 GN=AIFM1 PE=1 SV=1	AIFM1	Down	0.5832554646359674
A0A8V0XAH5	2	Nudix hydrolase 9 OS=Gallus gallus OX=9031 GN=NUDT9 PE=1 SV=1	NUDT9	Up	1.6317619274244182
A0A1D5P1F1	2	Sphingosine kinase 1 OS=Gallus gallus OX=9031 GN=SPHK1 PE=4 SV=2	SPHK1	Down	0.4264758068604453
A0A8V0X548	2	Glycerol-3-phosphate dehydrogenase [NAD(+)] OS=Gallus gallus OX=9031 GN=GPD1L PE=1 SV=1	GPD1L	Up	1.6005937211950334
A0A8V0XEW6	2	Enkurin, TRPC channel interacting protein OS=Gallus gallus OX=9031 GN=ENKUR PE=4 SV=1	ENKUR	Up	1.546699363166218
A0A8V0WZB7	2	Microtubule associated protein 1A OS=Gallus gallus OX=9031 GN=MAP1A PE=1 SV=1	MAP1A	Up	2.718802879262124
E1C3Z8	2	Dermatan sulfate epimerase OS=Gallus gallus OX=9031 GN=DSE PE=3 SV=3	DSE	Down	0.4910146455270879
A0A1L1RKB7	2	Calcium-transporting ATPase OS=Gallus gallus OX=9031 GN=ATP2A2 PE=3 SV=2	ATP2A2	Up	2.5386032377272127
A0A8V0XW00	2	CD72 molecule like 1 OS=Gallus gallus OX=9031 GN=CD72L1 PE=4 SV=1	CD72L1	Up	1.8472773110746223
A0A8V0YW12	2	Tyrosine-protein kinase OS=Gallus gallus OX=9031 GN=FRK PE=3 SV=1	FRK	Down	0.6535247503689621
A0A8V0XTC5	2	Sodium/potassium-transporting ATPase subunit beta OS=Gallus gallus OX=9031 GN=ATP1B1 PE=1 SV=1	ATP1B1	Up	4.157497354862108
A0A8V0XGY8	2	Tumor protein D52 OS=Gallus gallus OX=9031 GN=TPD52 PE=1 SV=1	TPD52	Down	0.5718083146767932
A0A8V0X6H2	2	CTP synthase OS=Gallus gallus OX=9031 GN=CTPS2 PE=1 SV=1	CTPS2	Up	1.7525484294875782
A0A8V1AJR8	2	Rho GDP-dissociation inhibitor 1 OS=Gallus gallus OX=9031 GN=ARHGDIA PE=1 SV=1	ARHGDIA	Up	2.9004877510261835
A0A8V0YDT4	2	Fibulin-1 OS=Gallus gallus OX=9031 GN=FBLN1 PE=3 SV=1	FBLN1	Down	0.6201698347470401
A0A8V1A1Z6	2	Sodium channel protein OS=Gallus gallus OX=9031 GN=LOC395944 PE=3 SV=1	LOC395944	Up	13.423797804482314
F1NYI3	2	RNA-splicing ligase RtcB homolog OS=Gallus gallus OX=9031 GN=RTCB PE=1 SV=2	RTCB	Up	2.2126022076964422
P28687	2	Signal peptidase complex subunit 3 OS=Gallus gallus OX=9031 GN=SPCS3 PE=1 SV=1	SPCS3	Down	0.6488768447711205
A0A8V0ZX23	2	Protein-tyrosine sulfotransferase OS=Gallus gallus OX=9031 GN=TPST2 PE=3 SV=1	TPST2	Down	0.6612110475038668
A0A8V0YQ13	2	Secreted frizzled related protein 2 OS=Gallus gallus OX=9031 GN=SFRP2 PE=3 SV=1	SFRP2	Up	1.6910980067663108
F1NYJ1	2	Cathepsin V OS=Gallus gallus OX=9031 GN=CTSV PE=1 SV=2	CTSV	Up	1.7581780929552528
A0A8V0YHD4	2	NADH-cytochrome b5 reductase 3 OS=Gallus gallus OX=9031 GN=A4GALT PE=1 SV=1	A4GALT	Up	2.236433150409518
A0A1D5P0X0	2	Unconventional myosin-Ia OS=Gallus gallus OX=9031 GN=MYO1A PE=3 SV=1	MYO1A	Down	0.32186268005910856
A0A8V1AH61	2	Occludin OS=Gallus gallus OX=9031 GN=OCLN PE=1 SV=1	OCLN	Up	1.9461188195724213
A0A8V0Z2F8	2	Aldehyde dehydrogenase OS=Gallus gallus OX=9031 GN=ALDH1A3 PE=1 SV=1	ALDH1A3	Up	1.8262991207397372
P05122	2	Creatine kinase B-type OS=Gallus gallus OX=9031 GN=CKB PE=1 SV=1	CKB	Up	1.7601643198013754
A0A8V0XT35	2	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT12 PE=1 SV=1	GALNT12	Down	0.6183194228740115
A0A3Q2U211	2	TNF receptor superfamily member 11b OS=Gallus gallus OX=9031 GN=TNFRSF11B PE=4 SV=1	TNFRSF11B	Up	1.5012043836373983
A0A8V0Z6S1	2	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT16 PE=1 SV=1	GALNT16	Down	0.4804381574804859
A0A8V0YY54	2	Lamin-L(III) OS=Gallus gallus OX=9031 GN=LMNAL PE=1 SV=1	LMNAL	Up	7.590433384999815
A0A8V1A2F4	2	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT11 PE=3 SV=1	GALNT11	Down	0.4489387100384229
A0A8V0ZY61	2	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT3 PE=1 SV=1	GALNT3	Down	0.5853524413762262
A0A8V0YF22	2	Beta-secretase 2 OS=Gallus gallus OX=9031 GN=BACE2 PE=3 SV=1	BACE2	Down	0.5658198983111474
A0A8V0ZWH1	2	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT6 PE=1 SV=1	GALNT6	Down	0.6423816097800221
A0A8V1ACQ8	2	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase OS=Gallus gallus OX=9031 GN=ST6GALNAC2 PE=3 SV=1	ST6GALNAC2	Down	0.5048989170814873
E1C852	2	PDZ and LIM domain 1 OS=Gallus gallus OX=9031 GN=PDLIM1 PE=1 SV=1	PDLIM1	Up	1.966289202977336
A0A8V1A0C2	2	Glutathione S-transferase kappa OS=Gallus gallus OX=9031 GN=GSTK1 PE=1 SV=1	GSTK1	Up	3.473462492142209
A0A8V0Z2X9	2	Acyl-CoA thioesterase 7 OS=Gallus gallus OX=9031 GN=ACOT7 PE=1 SV=1	ACOT7	Up	2.2469898565214788
A0A8V0YZP2	2	Exocyst complex component OS=Gallus gallus OX=9031 GN=EXOC6B PE=1 SV=1	EXOC6B	Up	2.630874995500845
A0A8V0Z310	2	Adenylate kinase 2, mitochondrial OS=Gallus gallus OX=9031 GN=AK2 PE=1 SV=1	AK2	Up	1.8455763685693864
A0A8V0ZU31	2	Tectonic family member 2 OS=Gallus gallus OX=9031 GN=TCTN2 PE=3 SV=1	TCTN2	Up	1.7204926386337858
A0A8V0ZDK0	2	Leishmanolysin-like peptidase OS=Gallus gallus OX=9031 GN=LMLN PE=3 SV=1	LMLN	Down	0.3949323816165511
A0A1D5PD57	2	Serine/threonine kinase 38 like OS=Gallus gallus OX=9031 GN=STK38L PE=1 SV=1	STK38L	Up	2.205484686017132
A0A8V0Y711	2	C21orf59 homolog OS=Gallus gallus OX=9031 GN=C21orf59 PE=1 SV=1	C21orf59	Up	2.1562903374055384
Q5F371	2	Protein strawberry notch homolog 1 OS=Gallus gallus OX=9031 GN=SBNO1 PE=2 SV=1	SBNO1	Up	1.6040600841030537
A0A8V0YNP1	2	Myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) OS=Gallus gallus OX=9031 GN=MX1 PE=1 SV=1	MX1	Up	1.9663979871480417
A0A8V0YC02	2	N-myc downstream regulated 1 OS=Gallus gallus OX=9031 GN=NDRG1 PE=1 SV=1	NDRG1	Up	3.3924795955730365
A0A1D5P7Y2	2	Tetraspanin 13 OS=Gallus gallus OX=9031 GN=TSPAN13 PE=1 SV=2	TSPAN13	Down	0.5792574194785526
A0A8V0Z7V7	2	Septin OS=Gallus gallus OX=9031 GN=SEPTIN7 PE=1 SV=1	SEPTIN7	Up	2.4428395613546328
