Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
A0A8V0XAA5	4	ZP domain-containing protein OS=Gallus gallus OX=9031 GN=LINC00954 PE=1 SV=1	LINC00954	Up	3.3556914303058383
A0A8V0ZZL0	4	Diacylglycerol kinase OS=Gallus gallus OX=9031 GN=DGKA PE=3 SV=1	DGKA	Down	0.5063177983838355
A0A8V0Y9K5	4	Avian beta-defensin 10 OS=Gallus gallus OX=9031 GN=AvBD10 PE=4 SV=1	AvBD10	Down	0.6625108687151223
Q5ZLG7	4	ADP/ATP translocase OS=Gallus gallus OX=9031 GN=SLC25A6 PE=1 SV=1	SLC25A6	Up	2.3234163648458868
A0A8V0X4D8	4	furin OS=Gallus gallus OX=9031 GN=FURIN PE=3 SV=1	FURIN	Down	0.6169910463848707
A0A8V0Y4Q2	4	Thyroglobulin OS=Gallus gallus OX=9031 GN=TG PE=3 SV=1	TG	Down	0.21543503743181786
A0A1D5P420	4	Charged multivesicular body protein 4C OS=Gallus gallus OX=9031 GN=CHMP4C PE=1 SV=1	CHMP4C	Down	0.5419633227787632
A0A8V0XZQ1	4	Nebulin OS=Gallus gallus OX=9031 GN=NEB PE=4 SV=1	NEB	Down	0.5715043255254101
A0A8V0ZLV3	4	Alpha-amylase OS=Gallus gallus OX=9031 GN=AMY1A PE=1 SV=1	AMY1A	Down	0.2440198821245304
A0A8V0YG12	4	Ran GTPase activating protein 1 OS=Gallus gallus OX=9031 GN=RANGAP1 PE=1 SV=1	RANGAP1	Up	1.7208664179674746
A0A1D5P2W5	4	Protein MON2 homolog OS=Gallus gallus OX=9031 GN=MON2 PE=1 SV=1	MON2	Up	2.0070725129276616
A0A8V1ABC9	4	Protein kinase C OS=Gallus gallus OX=9031 GN=PRKCA PE=1 SV=1	PRKCA	Down	0.5883612597763763
A0A8V0XCV2	4	E2 ubiquitin-conjugating enzyme OS=Gallus gallus OX=9031 GN=UBE2M PE=1 SV=1	UBE2M	Down	0.5119108097975229
A0A8V1A9R2	4	Tyrosine-protein kinase OS=Gallus gallus OX=9031 GN=JAK3 PE=3 SV=1	JAK3	Down	0.3899022612225455
A0A8V0XG65	4	Outer dynein arm docking complex subunit 2 OS=Gallus gallus OX=9031 GN=ARMC4 PE=1 SV=1	ARMC4	Down	0.6489868445094099
A0A8V0ZEC1	4	COP9 signalosome subunit 7A OS=Gallus gallus OX=9031 GN=COPS7A PE=1 SV=1	COPS7A	Up	2.3925385962636225
A0A8V0ZZG2	4	E3 ubiquitin-protein ligase OS=Gallus gallus OX=9031 GN=ITCH PE=1 SV=1	ITCH	Down	0.552291845725926
A0A8V0X7N6	4	HECT-type E3 ubiquitin transferase OS=Gallus gallus OX=9031 GN=LOC100859273 PE=1 SV=1	LOC100859273	Up	4.028990590213982
A0A8V0XY43	4	Adenylate cyclase type 1 OS=Gallus gallus OX=9031 GN=ADCY1 PE=3 SV=1	ADCY1	Down	0.5761072141837285
A0A3Q2U9P1	4	peptidylprolyl isomerase OS=Gallus gallus OX=9031 GN=FKBP4 PE=1 SV=1	FKBP4	Up	1.6179596469946695
A0A8V0YKG2	4	Dynein regulatory complex protein 9 OS=Gallus gallus OX=9031 GN=IQCG PE=3 SV=1	IQCG	Down	0.2547506798812747
A0A8V0Y5A6	4	Alpha-actinin-4 OS=Gallus gallus OX=9031 GN=ACTN4 PE=1 SV=1	ACTN4	Up	1.5183379370680927
A0A8V0ZD41	4	Alpha-actinin-1 OS=Gallus gallus OX=9031 GN=ACTN1 PE=1 SV=1	ACTN1	Up	2.0071766604002037
A0A8V0X6J8	4	IQ motif and ubiquitin domain containing OS=Gallus gallus OX=9031 GN=IQUB PE=4 SV=1	IQUB	Down	0.4333721087983744
Q5ZHX2	4	Dynein light chain OS=Gallus gallus OX=9031 GN=DNAL4 PE=2 SV=1	DNAL4	Down	0.2538686076045339
A0A8V0YPT3	4	Sulfurtransferase OS=Gallus gallus OX=9031 GN=MPST PE=1 SV=1	MPST	Down	0.3407057766716252
A0A8V0Y0X2	4	Prominin 1 OS=Gallus gallus OX=9031 GN=PROM1 PE=3 SV=1	PROM1	Up	1.5812797629977842
A0A8V0ZZE1	4	Signal recognition particle receptor subunit beta OS=Gallus gallus OX=9031 GN=SRPRB PE=1 SV=1	SRPRB	Up	2.3448366846601223
A0A8V1ADL7	4	Charged multivesicular body protein 6 OS=Gallus gallus OX=9031 GN=CHMP6 PE=3 SV=1	CHMP6	Down	0.4081632231511652
A0A8V0YXB1	4	Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Gallus gallus OX=9031 GN=SLC9A3R2 PE=1 SV=1	SLC9A3R2	Down	0.5823775258181041
A0A8V0YU75	4	Complement C2 OS=Gallus gallus OX=9031 GN=C2 PE=1 SV=1	C2	Down	0.6573870253677122
A0A8V0XLP0	4	Centrosome and spindle pole associated protein 1 OS=Gallus gallus OX=9031 GN=CSPP1 PE=4 SV=1	CSPP1	Down	0.3901998983008314
F1NMU4	4	Tubulin beta chain OS=Gallus gallus OX=9031 GN=TUBB3 PE=3 SV=4	TUBB3	Down	0.658057924452529
A0A8V0Y1I1	4	SH3 domain binding protein 4 OS=Gallus gallus OX=9031 GN=SH3BP4 PE=1 SV=1	SH3BP4	Down	0.6328971616509862
A0A8V0XFV9	4	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Gallus gallus OX=9031 GN=NGLY1 PE=3 SV=1	NGLY1	Down	0.6025369567417349
A0A8V0ZVX9	4	Signal transducer and activator of transcription OS=Gallus gallus OX=9031 GN=STAT2 PE=1 SV=1	STAT2	Down	0.6200231068969065
A0A3Q2UHM4	4	Dynamin-1-like protein OS=Gallus gallus OX=9031 GN=DNM1L PE=1 SV=1	DNM1L	Up	2.1796801267358767
A0A8V0XZH4	4	Leucine rich repeats and guanylate kinase domain containing OS=Gallus gallus OX=9031 GN=LRGUK PE=4 SV=1	LRGUK	Up	1.5912217137616989
A0A1D5PXH1	4	Heterogeneous nuclear ribonucleoprotein A3 OS=Gallus gallus OX=9031 GN=HNRNPA3 PE=1 SV=2	HNRNPA3	Up	2.4638756289511035
R4GGQ4	4	Mitochondrial import inner membrane translocase subunit OS=Gallus gallus OX=9031 GN=TIMM13 PE=1 SV=2	TIMM13	Up	15.293247947737141
A0A8V0YZ19	4	Non-POU domain containing, octamer-binding OS=Gallus gallus OX=9031 GN=NONO PE=1 SV=1	NONO	Up	1.6015809103223049
A0A8V0X4A3	4	Cytochrome b5 OS=Gallus gallus OX=9031 GN=CYB5A PE=1 SV=1	CYB5A	Up	1.5080069867284809
A0A8V0ZIA4	4	Cilia and flagella associated protein 100 OS=Gallus gallus OX=9031 GN=CFAP100 PE=4 SV=1	CFAP100	Down	0.6586643911380803
A0A8V0YU84	4	Apolipoprotein D OS=Gallus gallus OX=9031 GN=APOD PE=1 SV=1	APOD	Up	2.0519608006255927
A0A8V0YUR4	4	Small nuclear ribonucleoprotein-associated protein OS=Gallus gallus OX=9031 GN=SNRPN PE=1 SV=1	SNRPN	Up	5.1460965308212945
A0A8V1AKH4	4	Complement C8 gamma chain OS=Gallus gallus OX=9031 GN=C8G PE=1 SV=1	C8G	Down	0.5588696507441636
A0A1D5PGC2	4	SAMM50 sorting and assembly machinery component OS=Gallus gallus OX=9031 GN=SAMM50 PE=1 SV=2	SAMM50	Up	2.1724423295748427
A0A8V0X5G9	3	ubiquitinyl hydrolase 1 OS=Gallus gallus OX=9031 GN=OTUB1 PE=1 SV=1	OTUB1	Up	1.882516890008696
A0A8V0XKI2	3	Thrombospondin 2 OS=Gallus gallus OX=9031 GN=THBS2 PE=3 SV=1	THBS2	Up	2.1357364282473914
A0A452J806	3	Obg-like ATPase 1 OS=Gallus gallus OX=9031 GN=OLA1 PE=1 SV=1	OLA1	Up	1.6648817044717648
A0A8V0ZWP9	3	LDL receptor related protein 8 OS=Gallus gallus OX=9031 GN=LRP8 PE=4 SV=1	LRP8	Down	0.32616351476844885
Q5ZIP7	3	small monomeric GTPase OS=Gallus gallus OX=9031 GN=RAB5A PE=1 SV=1	RAB5A	Down	0.5809388302342581
A0A8V0ZZU1	3	small monomeric GTPase OS=Gallus gallus OX=9031 GN=RAB5B PE=1 SV=1	RAB5B	Down	0.4287508784968213
A0A8V1A1S6	3	Adenosylhomocysteinase like 1 OS=Gallus gallus OX=9031 GN=AHCYL1 PE=1 SV=1	AHCYL1	Up	1.9683039653802552
A0A8V0Z2Q6	3	heparosan-N-sulfate-glucuronate 5-epimerase OS=Gallus gallus OX=9031 GN=GLCE PE=3 SV=1	GLCE	Down	0.5982494316169792
A0A8V0XGL8	3	Vimentin OS=Gallus gallus OX=9031 GN=VIM PE=1 SV=1	VIM	Down	0.3608998575586796
Q5ZLQ6	3	14-3-3 protein beta/alpha OS=Gallus gallus OX=9031 GN=YWHAB PE=2 SV=1	YWHAB	Up	1.650777291366414
Q5ZLA0	3	Glucosamine-6-phosphate isomerase OS=Gallus gallus OX=9031 GN=GNPDA1 PE=1 SV=1	GNPDA1	Down	0.4780199988590708
Q9I946	3	Platelet-derived growth factor C OS=Gallus gallus OX=9031 GN=PDGFC PE=2 SV=1	PDGFC	Down	0.611688847711326
A0A8V0X5U3	3	Nuclear mitotic apparatus protein 1 OS=Gallus gallus OX=9031 GN=NUMA1 PE=1 SV=1	NUMA1	Down	0.5051491767907061
A0A8V1AJZ1	3	Adenylate kinase 8 OS=Gallus gallus OX=9031 GN=AK8 PE=3 SV=1	AK8	Down	0.6641869251665036
A0A8V0YI20	3	Ubiquitin-conjugating enzyme E2 variant 1 OS=Gallus gallus OX=9031 GN=UBE2V1 PE=4 SV=1	UBE2V1	Up	2.077087886189313
E1BXU3	3	Ropporin-1-like protein OS=Gallus gallus OX=9031 GN=ROPN1L PE=3 SV=2	ROPN1L	Down	0.6412883213795263
A0A1D5NYS2	3	Anion exchange protein OS=Gallus gallus OX=9031 GN=SLC4A4 PE=3 SV=2	SLC4A4	Up	2.0092971351728117
F1NXH1	3	Mitochondrial amidoxime reducing component 1 OS=Gallus gallus OX=9031 GN=MARC1 PE=1 SV=2	MARC1	Up	4.044445646368423
A0A8V0YKA1	3	Aldo-keto reductase family 1 member B10 OS=Gallus gallus OX=9031 GN=AKR1B10 PE=1 SV=1	AKR1B10	Down	0.5593125655638451
A0A8V0YJV4	3	Aldo-keto reductase family 1 member B1 OS=Gallus gallus OX=9031 GN=AKR1B1 PE=1 SV=1	AKR1B1	Down	0.3773575846179205
A0A8V0YRQ0	3	BPI fold containing family B member 3 OS=Gallus gallus OX=9031 GN=BPIFB3 PE=1 SV=1	BPIFB3	Down	0.4289278078374769
A0A3Q2TVY6	3	exo-alpha-sialidase OS=Gallus gallus OX=9031 GN=NEU2 PE=3 SV=1	NEU2	Down	0.6095238428963641
F1NSM7	3	Ovocleidin-116 OS=Gallus gallus OX=9031 PE=1 SV=1	--	Down	0.1727451386015722
A0A8V0YTD8	3	NME/NM23 family member 5 OS=Gallus gallus OX=9031 GN=NME5 PE=3 SV=1	NME5	Down	0.5458245406018346
A0A8V0YSF6	3	Legumain OS=Gallus gallus OX=9031 GN=LGMN PE=1 SV=1	LGMN	Up	1.7657945666977275
A0A1D5PXH4	3	glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Gallus gallus OX=9031 GN=GFPT1 PE=1 SV=1	GFPT1	Up	2.7926495286801534
A0A8V0ZSC5	3	Lysosomal phospholipase A and acyltransferase OS=Gallus gallus OX=9031 GN=PLA2G15 PE=1 SV=1	PLA2G15	Up	2.7960327291419134
A0A8V0ZEP8	3	Sorting nexin 4 OS=Gallus gallus OX=9031 GN=SNX4 PE=1 SV=1	SNX4	Up	1.9386877917818364
A0A8V0YCT6	3	Cullin-associated NEDD8-dissociated protein 1 OS=Gallus gallus OX=9031 GN=CAND1 PE=1 SV=1	CAND1	Up	1.7015869624853432
A0A3Q3A7D8	3	Tissue factor pathway inhibitor OS=Gallus gallus OX=9031 GN=TFPI2 PE=4 SV=1	TFPI2	Down	0.501974699527662
A0A8V0X354	3	Nitric oxide synthase OS=Gallus gallus OX=9031 GN=NOS1 PE=3 SV=1	NOS1	Up	2.0362434396881137
A0A8V0Z193	3	ADP-ribosylation factor-like protein 3 OS=Gallus gallus OX=9031 GN=ARL3 PE=1 SV=1	ARL3	Down	0.4676250605348591
A0A8V0YHD4	3	NADH-cytochrome b5 reductase 3 OS=Gallus gallus OX=9031 GN=A4GALT PE=1 SV=1	A4GALT	Up	1.8837352951382864
A0A8V0ZBD1	3	Serine/threonine protein phosphatase 2A regulatory subunit OS=Gallus gallus OX=9031 GN=PPP2R5A PE=1 SV=1	PPP2R5A	Down	0.6332724319935038
A0A8V0XD22	3	Vascular endothelial growth factor C OS=Gallus gallus OX=9031 GN=VEGFC PE=3 SV=1	VEGFC	Down	0.6407513696843203
Q0PVE4	3	PAR6B OS=Gallus gallus OX=9031 GN=PARD6B PE=2 SV=1	PARD6B	Down	0.5928014316102238
A0A8V1AK88	3	Farnesyl pyrophosphate synthase OS=Gallus gallus OX=9031 GN=FDPS PE=3 SV=1	FDPS	Down	0.458940538504243
A0A8V0ZUQ1	3	sulfite oxidase OS=Gallus gallus OX=9031 GN=SUOX PE=3 SV=1	SUOX	Down	0.4544548128301073
A0A8V0Z399	3	Hemoglobin alpha, subunit D OS=Gallus gallus OX=9031 GN=HBAD PE=3 SV=1	HBAD	Down	0.4398236716352299
A0A8V0Z9M9	3	Ubiquitin-like modifier-activating enzyme 5 OS=Gallus gallus OX=9031 GN=UBA5 PE=3 SV=1	UBA5	Up	1.8362801305657848
A0A8V0YKR2	3	MYC binding protein OS=Gallus gallus OX=9031 GN=MYCBP PE=1 SV=1	MYCBP	Down	0.6217808320882018
A0A8V0ZJD3	3	3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Gallus gallus OX=9031 GN=PAPSS2 PE=1 SV=1	PAPSS2	Up	3.2470648130581896
C7G540	3	Ovocalyxin-32 OS=Gallus gallus OX=9031 GN=OCX32 PE=1 SV=1	OCX32	Down	0.5177537091706456
Q90YI1	3	Ovocalyxin-32 OS=Gallus gallus OX=9031 PE=1 SV=1	--	Down	0.4912301807893667
A0A8V0YS46	3	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS=Gallus gallus OX=9031 GN=NDST1 PE=3 SV=1	NDST1	Down	0.5197695231839004
A0A8V0Z0R7	3	ER lipid raft associated 2 OS=Gallus gallus OX=9031 GN=ERLIN2 PE=1 SV=1	ERLIN2	Up	2.7550939240041608
A0A8V0XSU6	3	Paraspeckle component 1 OS=Gallus gallus OX=9031 GN=PSPC1 PE=1 SV=1	PSPC1	Up	2.036746873901245
A0A1L1RKB7	3	Calcium-transporting ATPase OS=Gallus gallus OX=9031 GN=ATP2A2 PE=3 SV=2	ATP2A2	Up	1.9617422968538
A0A8V1ALI6	3	Lysosomal alpha-glucosidase OS=Gallus gallus OX=9031 GN=GAA PE=3 SV=1	GAA	Up	1.930986259445424
A0A8V1AA32	3	Complement component 4 binding protein, secretory OS=Gallus gallus OX=9031 GN=C4BPS PE=1 SV=1	C4BPS	Down	0.3131518264966435
A0A8V0Y5N7	3	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase OS=Gallus gallus OX=9031 GN=BST1 PE=1 SV=1	BST1	Down	0.5004122166893582
A0A8V0Y3L3	3	Superoxide dismutase [Cu-Zn] OS=Gallus gallus OX=9031 GN=SOD3 PE=1 SV=1	SOD3	Up	2.639754947732811
A0A8V0XFN7	3	FRAS1 related extracellular matrix 2 OS=Gallus gallus OX=9031 GN=FREM2 PE=1 SV=1	FREM2	Down	0.4884943267353136
A0A8V0ZWX9	3	Adenosine deaminase OS=Gallus gallus OX=9031 GN=ADA PE=1 SV=1	ADA	Down	0.4269305764085971
A0A1D5PXC2	3	Dynein regulatory complex subunit 3 OS=Gallus gallus OX=9031 GN=DRC3 PE=3 SV=3	DRC3	Down	0.6366347633390962
A0A8V1A8C9	3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Gallus gallus OX=9031 PE=1 SV=1	--	Up	2.607450779477421
A0A8V0Y726	3	protein disulfide-isomerase OS=Gallus gallus OX=9031 GN=TXNDC5 PE=1 SV=1	TXNDC5	Down	0.5456095175359802
A0A8V0Y8L6	3	Exostosin glycosyltransferase 1 OS=Gallus gallus OX=9031 GN=EXT1 PE=3 SV=1	EXT1	Down	0.5298074454428754
A0A8V0ZZZ5	3	Thy-1 membrane glycoprotein OS=Gallus gallus OX=9031 GN=THY1 PE=1 SV=1	THY1	Up	1.6868511184844266
A0A8V0XX49	3	Dmx like 1 OS=Gallus gallus OX=9031 GN=DMXL1 PE=1 SV=1	DMXL1	Down	0.5483250309691363
A0A1D5NZN4	3	Follistatin like 3 OS=Gallus gallus OX=9031 GN=FSTL3 PE=4 SV=1	FSTL3	Down	0.3694554102585191
A0A8V0ZZS6	3	Serpin family E member 2 OS=Gallus gallus OX=9031 GN=SERPINE2 PE=1 SV=1	SERPINE2	Down	0.5001045076563917
A0A8V0ZQT9	3	protein kinase C OS=Gallus gallus OX=9031 GN=PKN2 PE=1 SV=1	PKN2	Down	0.647748335863293
Q5ZLF6	3	Transmembrane p24 trafficking protein 7 OS=Gallus gallus OX=9031 GN=TMED7 PE=1 SV=1	TMED7	Up	1.7475739917000075
A0A8V0Y4K2	3	Beta-defensin OS=Gallus gallus OX=9031 PE=4 SV=1	--	Down	0.6593710707329701
Q76KB2	3	Heparan-sulfate 6-O-sulfotransferase 1 OS=Gallus gallus OX=9031 GN=HS6ST1 PE=1 SV=4	HS6ST1	Down	0.3934742863722824
A0A8V1A9U7	3	Fibulin 2 OS=Gallus gallus OX=9031 GN=FBLN2 PE=1 SV=1	FBLN2	Down	0.6245694275337434
A0A8V0XBS7	3	Serum/glucocorticoid regulated kinase family, member 3 OS=Gallus gallus OX=9031 GN=SGK3 PE=1 SV=1	SGK3	Down	0.1935838465736337
A0A8V0X8J3	3	Complement 4 OS=Gallus gallus OX=9031 GN=C4 PE=1 SV=1	C4	Up	1.5985054971978074
P01994	3	Hemoglobin subunit alpha-A OS=Gallus gallus OX=9031 GN=HBAA PE=1 SV=2	HBAA	Down	0.4043936477382098
A0A1D5PAM4	3	Heat shock factor-binding protein 1 OS=Gallus gallus OX=9031 GN=HSBP1 PE=1 SV=1	HSBP1	Up	2.0147050656468366
A0A8V0X7B2	3	glutathione transferase OS=Gallus gallus OX=9031 GN=LOC100859645 PE=1 SV=1	LOC100859645	Down	0.4642272442125557
A0A8V0X895	3	ATP-dependent RNA helicase DDX1 OS=Gallus gallus OX=9031 GN=DDX1 PE=1 SV=1	DDX1	Up	1.5191222352496967
Q92182	3	Beta-galactoside alpha-2,6-sialyltransferase 1 OS=Gallus gallus OX=9031 GN=ST6GAL1 PE=1 SV=1	ST6GAL1	Up	1.6951669987652631
A0A1D5NT70	3	glutathione transferase OS=Gallus gallus OX=9031 GN=LOC395611 PE=1 SV=1	LOC395611	Down	0.3644176303988671
A0A8V0X6S4	3	Vesicle-associated membrane protein-associated protein A OS=Gallus gallus OX=9031 GN=VAPA PE=1 SV=1	VAPA	Up	3.134172313649565
C7G537	3	ADF actin binding protein OS=Gallus gallus OX=9031 GN=COTL1 PE=1 SV=1	COTL1	Up	1.7128303727724052
A0A8V0X643	3	Protein phosphatase methylesterase 1 OS=Gallus gallus OX=9031 GN=PPME1 PE=1 SV=1	PPME1	Down	0.4779551951208958
E1BS94	2	Alpha-L-fucosidase OS=Gallus gallus OX=9031 GN=FUCA2 PE=1 SV=3	FUCA2	Down	0.4444090646465943
E1BS74	2	G protein subunit alpha L OS=Gallus gallus OX=9031 GN=GNAL PE=1 SV=1	GNAL	Down	0.6206197405486875
A0A1D5P8C5	2	Protein phosphatase 1 regulatory subunit 7 OS=Gallus gallus OX=9031 GN=PPP1R7 PE=1 SV=1	PPP1R7	Up	2.219005141316214
A0A8V0Y3U3	2	Ovodefensin A1 OS=Gallus gallus OX=9031 GN=OvoDA1 PE=4 SV=1	OvoDA1	Down	0.02095312099461677
A0A8V0Z756	2	Retinol binding protein 4 A, plasma OS=Gallus gallus OX=9031 GN=RBP4A PE=1 SV=1	RBP4A	Up	1.6847465452692132
A0A8V1ACQ8	2	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase OS=Gallus gallus OX=9031 GN=ST6GALNAC2 PE=3 SV=1	ST6GALNAC2	Down	0.6308066530800078
A0A8V1A2W0	2	Laminin subunit beta 3 OS=Gallus gallus OX=9031 GN=LAMB3 PE=4 SV=1	LAMB3	Up	2.0046380571147435
A0A8V0Z0R4	2	Chordin OS=Gallus gallus OX=9031 GN=CHRD PE=3 SV=1	CHRD	Up	1.6812065851839526
A0A8V0XXW6	2	Poly(U) binding splicing factor 60 OS=Gallus gallus OX=9031 GN=PUF60 PE=1 SV=1	PUF60	Up	2.527588385115647
A0A8V0YPQ6	2	Dynein axonemal intermediate chain 7 OS=Gallus gallus OX=9031 GN=DNAI7 PE=3 SV=1	DNAI7	Down	0.5720673541733806
Q5ZIB0	2	Stromal cell derived factor 2 like 1 OS=Gallus gallus OX=9031 GN=SDF2L1 PE=1 SV=1	SDF2L1	Down	0.5465248102216497
A0A8V1A2F4	2	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT11 PE=3 SV=1	GALNT11	Down	0.6305809243860394
A0A8V0XLH4	2	Cilia- and flagella-associated protein 206 OS=Gallus gallus OX=9031 GN=CFAP206 PE=3 SV=1	CFAP206	Down	0.6663262175992416
A0A8V0Y614	2	Ovalbumin-related protein X (SERPINB14C) OS=Gallus gallus OX=9031 GN=OVALX PE=3 SV=1	OVALX	Down	0.008577883931714794
A0A8V0YJ25	2	Ovalbumin-related protein Y (SERPINB14B) OS=Gallus gallus OX=9031 GN=OVALY PE=3 SV=1	OVALY	Down	0.011149818614307968
A0A8V0Y413	2	Thrombospondin 4 OS=Gallus gallus OX=9031 GN=THBS4 PE=1 SV=1	THBS4	Down	0.4511778330273486
A0A8V0YU69	2	N-acetyltransferase domain-containing protein OS=Gallus gallus OX=9031 GN=LOC107056278 PE=3 SV=1	LOC107056278	Up	3.42300923328062
A0A1L1RP76	2	SH3 domain containing ring finger 2 OS=Gallus gallus OX=9031 GN=SH3RF2 PE=3 SV=2	SH3RF2	Down	0.5750625355352003
A0A8V0XGP6	2	E3 UFM1-protein ligase 1 OS=Gallus gallus OX=9031 GN=UFL1 PE=1 SV=1	UFL1	Up	2.1419042536972106
A0A1D5NWR5	2	Protein FAM110B OS=Gallus gallus OX=9031 GN=FAM110B PE=3 SV=1	FAM110B	Down	0.3788611923219276
A0A8V0YVI8	2	Spectrin repeat containing nuclear envelope protein 2 OS=Gallus gallus OX=9031 GN=SYNE2 PE=1 SV=1	SYNE2	Up	14.324326999796073
A0A8V0ZTA5	2	Phosphatidylethanolamine-binding protein 1 OS=Gallus gallus OX=9031 GN=PEBP1 PE=1 SV=1	PEBP1	Down	0.3771409148241058
A0A8V0XT35	2	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT12 PE=1 SV=1	GALNT12	Down	0.5409199750566217
A0A8V0XSE9	2	Exocyst complex component 3 OS=Gallus gallus OX=9031 GN=EXOC3 PE=1 SV=1	EXOC3	Up	2.0071431012679857
A0A8V0XGN8	2	Desmoglein 2 OS=Gallus gallus OX=9031 GN=DSG2 PE=1 SV=1	DSG2	Down	0.5965237236305334
A0A8V0XCI3	2	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=DSC1 PE=1 SV=1	DSC1	Down	0.3011138444092875
A0A8V0X7P4	2	Syndecan binding protein OS=Gallus gallus OX=9031 GN=SDCBP PE=1 SV=1	SDCBP	Up	1.7429050150407344
F1P4D6	2	Solute carrier family 22 member 23 OS=Gallus gallus OX=9031 GN=SLC22A23 PE=4 SV=3	SLC22A23	Up	1.9760397441056883
A0A8V0ZDK0	2	Leishmanolysin-like peptidase OS=Gallus gallus OX=9031 GN=LMLN PE=3 SV=1	LMLN	Down	0.4023521085948645
A0A8V0YHS1	2	Complement C7 OS=Gallus gallus OX=9031 GN=C7 PE=1 SV=1	C7	Up	1.667087342903718
A0A1D5P774	2	Tripeptidyl-peptidase 2 OS=Gallus gallus OX=9031 GN=TPP2 PE=1 SV=1	TPP2	Up	1.7473533153334015
A0A8V0XH99	2	Glypican 5 OS=Gallus gallus OX=9031 GN=GPC5 PE=3 SV=1	GPC5	Up	2.2646130519540804
A0A8V0XQS7	2	UDP-glucose glycoprotein glucosyltransferase 2 OS=Gallus gallus OX=9031 GN=UGGT2 PE=1 SV=1	UGGT2	Down	0.2988103890280987
A0A8V0ZQ00	2	Keratin, type I cytoskeletal 20 OS=Gallus gallus OX=9031 GN=KRT40 PE=1 SV=1	KRT40	Up	2.7676967722910297
A0A8V0YZB6	2	Ras and Rab interactor 2 OS=Gallus gallus OX=9031 GN=RIN2 PE=1 SV=1	RIN2	Down	0.5543610660439822
A0A8V0XWJ5	2	YLP motif containing 1 OS=Gallus gallus OX=9031 GN=YLPM1 PE=1 SV=1	YLPM1	Down	0.4825891500487274
A0A8V0ZEJ3	2	SH2 domain containing 6 OS=Gallus gallus OX=9031 GN=SH2D6 PE=4 SV=1	SH2D6	Down	0.4081761352515169
A0A8V0YFB1	2	Neuronal pentraxin receptor OS=Gallus gallus OX=9031 GN=NPTXR PE=4 SV=1	NPTXR	Up	1.6559553978712622
A0A8V0YVZ8	2	Ribose-phosphate pyrophosphokinase 1 OS=Gallus gallus OX=9031 GN=PRPS1L1 PE=1 SV=1	PRPS1L1	Up	1.8013526673635494
A0A8V0Y7M8	2	Syntaxin binding protein 3 OS=Gallus gallus OX=9031 GN=STXBP3 PE=1 SV=1	STXBP3	Down	0.4137258017036349
A0A8V1ADN6	2	GB1/RHD3-type G domain-containing protein OS=Gallus gallus OX=9031 GN=GBP4L PE=3 SV=1	GBP4L	Down	0.5001515677618127
A0A8V1ACN6	2	GB1/RHD3-type G domain-containing protein OS=Gallus gallus OX=9031 GN=LOC121106469 PE=3 SV=1	LOC121106469	Down	0.6232437996370519
A0A8V0Y4B7	2	Desmoplakin OS=Gallus gallus OX=9031 GN=DSP PE=1 SV=1	DSP	Up	2.1315261755766883
A0A8V0XYK6	2	Ankyrin 3 OS=Gallus gallus OX=9031 GN=ANK3 PE=1 SV=1	ANK3	Up	2.8042829959310036
A0A8V0Y4M2	2	WASH complex subunit 3 OS=Gallus gallus OX=9031 GN=CCDC53 PE=3 SV=1	CCDC53	Up	2.2215635746387457
A0A1L1RZ23	2	Cilia- and flagella-associated protein 20 OS=Gallus gallus OX=9031 GN=CFAP20 PE=1 SV=2	CFAP20	Down	0.3460780113768851
E1C4N7	2	Sorting nexin OS=Gallus gallus OX=9031 GN=SNX18 PE=1 SV=2	SNX18	Down	0.5710691063338945
A0A1D5NYL9	2	Leucine zipper protein 2 OS=Gallus gallus OX=9031 GN=LUZP2 PE=1 SV=1	LUZP2	Down	0.3240449600093654
A0A8V0Y2E5	2	Hyaluronan synthase 2 OS=Gallus gallus OX=9031 GN=HAS2 PE=3 SV=1	HAS2	Down	0.3985230040661057
A0A8V0XYR2	2	Endothelin-1 OS=Gallus gallus OX=9031 GN=EDN1 PE=3 SV=1	EDN1	Down	0.25173692723734425
A0A8V1A758	2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 OS=Gallus gallus OX=9031 GN=ST6GALNAC4 PE=3 SV=1	ST6GALNAC4	Down	0.3711429289123336
A0A1D5P1T0	2	RAS like proto-oncogene A OS=Gallus gallus OX=9031 GN=RALA PE=1 SV=1	RALA	Down	0.5597503607904085
